"","V1","V2","V3","V4","V5","V6","V7"
"1","1600","J","254033722017632","2.85143314038623","6.85136752174643","5.65702983708368","Phone"
"2","1601","J","267123101401606","-1.02313944395186","0.910100361038203","9.56503931514134","Phone"
"3","1602","J","101684693183778","-1.24704447967954","-1.59794974229667","8.9435905211307","Phone"
"4","1603","J","11504120176095.2","8.91691057279597","0.336018971432522","4.05030261043941","Phone"
"5","1604","J","16089981466771.6","3.25276405281276","5.57062768169605","6.56874196582704","Phone"
"6","1605","J","181787088242559","6.63346967746991","-0.3416627339555","7.12431888505458","Phone"
"7","1606","J","126257859877707","-9.75648979638959","-0.897731658195074","-2.17770270906846","Phone"
"8","1607","J","291475282421934","-3.83332431196474","2.01624868170641","-8.74025895572348","Phone"
"9","1608","J","47868094707120.2","3.99624178598954","8.53302712093311","0.740027862453069","Phone"
"10","1609","J","39463213942494.8","8.17574674452281","-4.89730580953017","-1.33292543436807","Phone"
"11","1610","J","17130977231831.7","8.37131778371117","3.09510038751749","2.14604297310383","Phone"
"12","1611","J","1755485920470.23","9.33401361530926","-0.305885517849538","1.14470769373496","Phone"
"13","1612","J","7400766250888.61","-9.95626787279597","0.861977381642877","-0.943957393165407","Phone"
"14","1613","J","176062545717229","1.51764160643717","5.0990698308984","8.09338575936188","Phone"
"15","1614","J","83811003345669.3","2.72538070490712","8.28298550076923","3.51503072564596","Phone"
"16","1615","J","166125044304225","8.50503549370277","-0.987196777956899","-4.79461979123985","Phone"
"17","1616","J","194787473330802","-0.183509741624787","0.0300534774456166","9.15786355713661","Phone"
"18","1617","J","266483090159722","-7.46429101497341","-5.37811616745032","2.80983938032466","Phone"
"19","1618","J","199166643672609","-2.43381005505178","-0.689754628396306","8.85718159557794","Phone"
"20","1619","J","170753528236946","-5.36547217002519","-2.69557493084187","7.57516990201511","Phone"
"21","1620","J","940911734853042","2.90227695254254","8.89124592033515","-1.6877687728192","Phone"
"22","1621","J","169022467082015","-3.51053911367912","8.53723510666107","-3.0106796563672","Phone"
"23","1622","J","289745684026411","-6.3491173697733","-7.48029109359082","0.402014705774319","Phone"
"24","1623","J","1467807034795.42","-1.27099881832136","-9.62227483422894","-0.953864114446124","Phone"
"25","1624","J","517543222801277","6.87547287047299","-4.30767579997201","-5.62701309524209","Phone"
"26","1625","J","705403885452969","-4.74627935103554","-7.52770994020431","2.10985551054076","Phone"
"27","1626","J","597124827611282","-6.9060813829555","-0.464954516080045","-7.70172934108592","Phone"
"28","1627","J","440219938092276","0.388196621043598","-8.97485190289673","1.66691915011808","Phone"
"29","1628","J","1136312638637347","-4.11808132377134","-6.42940640370837","-5.0662843755882","Phone"
"30","1629","J","605823062931451","0.295556476770221","2.58004921395186","-0.83484587225021","Phone"
"31","1630","J","1559186401309224","4.79543943946264","3.49404036610691","6.97201592698013","Phone"
"32","1631","J","1552820169376972","-1.09796164365001","2.97799787712846","8.57779173991044","Phone"
"33","1632","J","1939306981396.45","1.6931607204616","-3.17311424896166","-9.3301154963616","Phone"
"34","1633","J","693249141342391","1.85947095020907","-8.71326563140218","2.73771621766023","Phone"
"35","1634","J","77510038744808.6","5.68145225118948","0.177716374634867","-8.32380496705849","Phone"
"36","1635","J","677496796423269","-3.3274490523712","-3.66285406321131","3.95637662845788","Phone"
"37","1636","J","504197624405061","-2.6720723472712","-8.77609333042261","2.70624034264204","Phone"
"38","1637","J","15079401706751.3","-4.57182203948195","-5.25953248303263","6.02920108057677","Phone"
"39","1638","J","1137973859123428","-5.62656404574223","-7.22126164549695","-0.764398184420963","Phone"
"40","1639","J","182905156046482","-4.47487965645424","-6.94246655500313","1.80294243199863","Phone"
"41","1640","J","171973831686490","-6.19512588105234","-6.62178345625525","0.841080986496753","Phone"
"42","1641","J","1217456611395922","9.36205625239888","-0.186733366689149","-3.24652426968452","Phone"
"43","1642","J","1470604907603288","-4.49526787343903","5.70893986539542","1.95895010488003","Phone"
"44","1643","J","708694663958751","4.3281832148895","-3.27932349151609","-6.5103122393005","Phone"
"45","1644","J","1816446063710628","0.893905720292247","-8.51531937391548","2.39777963403638","Phone"
"46","1645","J","1129580716289980","7.22879687433962","-2.75405098404472","-5.77839407839553","Phone"
"47","1646","J","1465210862437688","-8.88609150548576","-0.648292098002038","-0.645881032376982","Phone"
"48","1647","J","1220359996386462","4.43162529493423","-4.40209999115589","-8.00503482146656","Phone"
"49","1648","J","461970260858854","-2.42026048318931","0.033604836522686","2.00510621578365","Phone"
"50","1649","J","1164355207551210","7.66786062952701","0.653673019563392","-6.78620658219983","Phone"
"51","1650","J","357778324202084","-5.62815514248357","-5.35656776036918","-4.68057705717382","Phone"
"52","1600","J","254033847902650","0.000245243970936099","-0.00368192699005858","-0.00162548015068442","Phone"
"53","1601","J","267121924240443","-0.0123724286322926","-0.00667827961404709","-0.00495976443777466","Phone"
"54","1602","J","101553586229547","0.0010760311609162","0.000202187515476457","0.000733448254127242","Phone"
"55","1603","J","11512998866959.8","-0.0147175480876345","-0.00610668520929372","-0.013037173962528","Phone"
"56","1604","J","16089970453151.9","0.00260166202228924","-0.00044743576978167","-0.00144209669570572","Phone"
"57","1605","J","181786110596838","-0.0122203866154933","-0.00693183231474776","-0.0113874023599944","Phone"
"58","1606","J","126258930693023","0.00518815933346497","-0.00150739130956502","-0.00422535453358352","Phone"
"59","1607","J","291474384586828","-0.00686234217175448","-0.00679098624288677","-0.00191123610882287","Phone"
"60","1608","J","120231872217027","-0.000285345342339406","0.000388996481706839","0.000682185040821188","Phone"
"61","1609","J","39439754323207.6","0.0270623947434515","-0.00786963905602298","-0.016024940449095","Phone"
"62","1610","J","17187118840364.4","-0.00040618398377102","0.000464465053676009","0.00180039169190695","Phone"
"63","1611","J","1755776793249.17","-0.00112867142398346","0.00123760839746889","0.00165164417054905","Phone"
"64","1612","J","7401008710304.46","0.000163595772007848","-2.20628046987108e-05","7.02340505227018e-05","Phone"
"65","1613","J","176064241631391","-0.00665909708952354","-0.00660864034150224","0.00167962766654148","Phone"
"66","1614","J","83553864872828.5","-0.000846718077158072","-0.00204543917628924","-0.00478234470863229","Phone"
"67","1615","J","166123114877761","1.85132254167602e-05","0.000450078680995516","-2.80200785529708e-05","Phone"
"68","1616","J","194646403535578","-1.15894950159753e-05","2.8178296690583e-05","0.00022827028230185","Phone"
"69","1617","J","266483496259933","0.00504554015961351","0.000794363664097534","0.00341753254834053","Phone"
"70","1618","J","199176363913012","-0.000115279130745796","0.000110527860987668","-0.000587929529745796","Phone"
"71","1619","J","170752470795197","-0.0133346149814182","-0.00584372796036996","-0.00943153147853139","Phone"
"72","1620","J","941373638837474","-0.000354997775730381","-0.00471034288399916","-0.0116292458169266","Phone"
"73","1621","J","169041042364894","-0.00973218192755045","-0.00490953152432735","-0.0104418608386211","Phone"
"74","1622","J","289745760528377","-0.000173555895394619","6.23608892853139e-05","-0.00142175306767573","Phone"
"75","1623","J","4883760444501.49","0.00105357492181726","0.000908073291650224","1.20855792903587e-05","Phone"
"76","1624","J","517543882812864","-0.000158797480886211","-0.000400175433554652","0.000344781065514854","Phone"
"77","1625","J","706987322278431","-0.000919577255095291","-0.00185549096757791","-0.000575989348355381","Phone"
"78","1626","J","597807615369940","0.00124614441418161","-0.000242763567761491","-0.000776620188311099","Phone"
"79","1627","J","441668173386792","0.00266585324021441","0.00104368746504484","0.000698829476612948","Phone"
"80","1628","J","1137760517029070","-0.000259921148367152","-0.000505725376772141","0.000315114526759249","Phone"
"81","1629","J","605983675320652","0.000156997028331558","-0.00073674762120852","-6.25554745672646e-05","Phone"
"82","1630","J","1559186949322470","0.000481485793686939","6.45505132794282e-05","0.000433947466143218","Phone"
"83","1631","J","1552819827254184","0.00092615890597898","-0.00148040191065723","0.000595674382918442","Phone"
