"","V1","V2","V3","V4","V5","V6","V7"
"1","1600","A","252297624248049","-1.85828909368416","9.55109819380246","0.416233798656939","Phone"
"2","1601","A","265262793547117","3.18975492912732","8.66773538075881","1.36995715331668","Phone"
"3","1602","A","99529418992682.9","1.23280343919758","-9.50264474375727","0.361645878209811","Phone"
"4","1603","A","9100574354113.22","1.66842430910132","9.47892477090707","1.31346547967094","Phone"
"5","1604","A","18436822231196.4","0.117831423828152","9.81905282005927","-0.185796961975622","Phone"
"6","1605","A","183442419552707","-0.00321398385089537","9.45420903786164","0.581060744066116","Phone"
"7","1606","A","124216379143953","-9.37379657101733","-3.21206120224441","-0.19034945766583","Phone"
"8","1607","A","287939530070927","-1.11513092984049","0.992445667719922","1.65432320362764","Phone"
"9","1608","A","111169458321312","-0.669040046891933","9.43815626009695","0.667430598144142","Phone"
"10","1609","A","41920795683501.2","3.40439035304922","-9.40038795456351","-0.549895698702124","Phone"
"11","1610","A","19230246369357.3","1.89873976600128","9.30923434826525","-1.07921026004393","Phone"
"12","1611","A","3535921064875.84","-2.85538670121725","-9.78367184669153","0.59533861885787","Phone"
"13","1612","A","4042450311882.75","-3.19646916021122","-9.85272706467133","-1.40740573799494","Phone"
"14","1613","A","178298562508155","-2.0787104431724","9.00942511962535","2.22100458400771","Phone"
"15","1614","A","82060735703508.3","-1.36935169480398","9.91140722957191","0.82583703507299","Phone"
"16","1615","A","168854614108009","-0.930458086137828","-9.37670390422564","-0.868201103485427","Phone"
"17","1616","A","192977679807370","0.411125264876921","-9.86484357554842","-0.635580905517557","Phone"
"18","1617","A","269004131321148","-2.37941468570146","-9.90588155155568","-1.20013722803903","Phone"
"19","1618","A","775509576339181","-6.28927794959009","-8.53139524551483","-0.964864844944743","Phone"
"20","1619","A","173800819451200","-1.96713814743658","-9.47263792525602","1.19262570603173","Phone"
"21","1620","A","939055223435123","3.60623545931134","8.70501605341354","-0.34184040172202","Phone"
"22","1621","A","167137790828710","1.46537595930438","9.2578271584411","-0.00948042558564634","Phone"
"23","1622","A","1149757859443175","-0.408455189863719","-9.50530987210409","1.03971525965593","Phone"
"24","1623","A","2907201967605.49","-0.30480056139739","-9.67513796210129","-1.38556764309805","Phone"
"25","1624","A","518356915471695","4.79701138904729","-8.33449833371573","-1.05093890436299","Phone"
"26","1625","A","707459822169340","-7.92691466459219","-3.57710539235714","2.27322653389618","Phone"
"27","1626","A","597539463951953","4.26082056921108","-7.0488530215333","-2.04653508770298","Phone"
"28","1627","A","441301755914845","3.39626272125159","-4.51812438556446","3.11137685053599","Phone"
"29","1628","A","1137895513539885","2.31667672480256","-7.07556277463598","3.48506684003285","Phone"
"30","1629","A","778946039193716","2.46581275728185","6.94747717074613","2.81964343096815","Phone"
"31","1630","A","1560055923021084","9.03131511060436","0.666491165542971","2.31763097517164","Phone"
"32","1631","A","1553960706749613","0.464249355904807","9.25672265733482","-0.64431966948888","Phone"
"33","1632","A","5657929388828.95","0.245469620921662","-9.7232258960249","1.23559100396427","Phone"
"34","1633","A","694607028504203","0.861275642002784","-9.6486452006343","-0.53927066187181","Phone"
"35","1634","A","78013823215411","-1.10451011840788","-9.76498491502406","0.0381092896644096","Phone"
"36","1635","A","677625264288293","-1.7815766807219","-4.27121387898615","2.87807108605522","Phone"
"37","1636","A","504717595172430","-4.31320950495028","-8.79968345187465","-0.181590912283271","Phone"
"38","1637","A","16290373739475.5","8.58259598746735","-3.30485611366567","2.76973737591289","Phone"
"39","1638","A","1139991909996350","9.10552964832763","-1.85622379543975","0.30763824611656","Phone"
"40","1639","A","184694142350208","9.98862936424421","-2.91533444733441","1.64574375192101","Phone"
"41","1640","A","172310803380659","8.30126896069321","-2.8842629677612","-0.612345498888242","Phone"
"42","1641","A","1218567914984399","9.68947118343275","-1.1725003801407","-1.81983429049127","Phone"
"43","1642","A","1470949525747648","-4.33889614896997","4.64175288430582","5.68735743167486","Phone"
"44","1643","A","709214655347790","3.80914805302746","-5.36268171958403","-5.27467310729732","Phone"
"45","1644","A","1818398118178723","0.423989508199618","-9.02188974588696","0.174508519946633","Phone"
"46","1645","A","1131864467222090","3.27996956244558","-7.23860999094136","-1.90756746600089","Phone"
"47","1646","A","1466963515301101","-3.33823318121134","-0.545787048292231","-1.50250334797102","Phone"
"48","1647","A","1218930233028398","2.6289819325313","-8.69860595713752","-2.04844529307075","Phone"
"49","1648","A","460374624970920","-1.5950692280322","-5.89597364584779","3.14213193685101","Phone"
"50","1649","A","1165719196344416","-2.22637738825935","-8.80105102601998","-1.70160726211942","Phone"
